Day,Month,Hour,Hour Of Year,Total Manufacturing, Coal ,Gas, Renewable , Other ,GHI,Air temperature,Wind Speed
14/01/2020,1,7:00:00,320,"8,849","2,860","5,919",36,34,309,12.8,1.4
14/01/2020,1,8:00:00,321,"8,988","3,187","5,373",382,46,471,14.8,2.5
14/01/2020,1,9:00:00,322,"8,999","2,957","5,135",874,33,585,15.4,3.4
14/01/2020,1,10:00:00,323,"8,979","2,890","4,932","1,123",34,631,16,3.8
14/01/2020,1,11:00:00,324,"8,667","2,664","4,629","1,341",33,619,16,4
14/01/2020,1,12:00:00,325,"8,499","2,453","4,728","1,220",98,541,16.2,4
14/01/2020,1,13:00:00,326,"8,559","2,464","4,660","1,293",142,411,15.9,3.6
14/01/2020,1,14:00:00,327,"8,654","2,585","4,664","1,212",193,233,15,2.9
14/01/2020,1,15:00:00,328,"8,666","2,314","5,599",719,34,61,14.2,2.6
14/01/2020,1,16:00:00,329,"8,735","2,431","6,019",253,32,0,13.3,2.6
14/01/2020,1,17:00:00,330,"9,733","2,857","6,731",43,102,0,12.1,2.7
14/01/2020,1,18:00:00,331,"10,717","3,018","7,624",41,34,0,12.1,2.6
14/01/2020,1,19:00:00,332,"11,021","3,028","7,916",42,35,0,12,2.2
14/01/2020,1,20:00:00,333,"11,025","3,020","7,930",42,33,0,11.6,1.9
14/01/2020,1,21:00:00,334,"10,710","2,798","7,837",42,33,0,11.7,1.6
14/01/2020,1,22:00:00,335,"9,907","2,703","7,128",42,34,0,11.8,1.3
14/01/2020,1,23:00:00,336,"8,916","2,368","6,428",11,109,0,11.6,1.4
15/01/2020,1,0:00:00,337,"7,755","2,362","5,273",12,108,0,11.5,1.5
15/01/2020,1,1:00:00,338,"6,866","2,368","4,376",14,108,0,11,1.5
15/01/2020,1,2:00:00,339,"6,359","2,397","3,917",15,30,0,10.7,1.4
15/01/2020,1,3:00:00,340,"6,147","2,392","3,711",15,29,0,10.9,1.6
15/01/2020,1,4:00:00,341,"6,143","2,386","3,711",16,30,0,10.7,1.6
15/01/2020,1,5:00:00,342,"6,582","2,423","4,112",17,30,3,11,1.5
15/01/2020,1,6:00:00,343,"7,405","2,493","4,865",15,32,99,12.2,1.6
15/01/2020,1,7:00:00,344,"8,635","2,805","5,781",14,35,290,14.4,2.1
15/01/2020,1,8:00:00,345,"8,803","2,847","5,723",202,31,442,16.7,2.6
15/01/2020,1,9:00:00,346,"9,021","2,865","5,363",759,34,557,17.7,2.8
15/01/2020,1,10:00:00,347,"8,645","2,476","4,998","1,138",33,612,18.7,3.1
15/01/2020,1,11:00:00,348,"8,380","2,415","4,636","1,295",34,610,18.7,3.4
15/01/2020,1,12:00:00,349,"8,200","2,414","4,422","1,331",33,534,18.7,3.6
15/01/2020,1,13:00:00,350,"8,260","2,432","4,492","1,303",33,401,18.2,3.6
15/01/2020,1,14:00:00,351,"8,453","2,495","4,766","1,158",34,236,17.2,3.1
15/01/2020,1,15:00:00,352,"8,427","2,484","5,019",891,33,49,16.1,2.5
15/01/2020,1,16:00:00,353,"8,400","2,555","5,420",392,33,0,14.9,2.3
15/01/2020,1,17:00:00,354,"9,244","2,474","6,604",126,40,0,14.1,2.3
15/01/2020,1,18:00:00,355,"10,270","2,529","7,459",138,144,0,13.8,2.3
15/01/2020,1,19:00:00,356,"10,507","2,465","7,953",55,34,0,13.5,2.5
15/01/2020,1,20:00:00,357,"10,467","2,478","7,905",52,32,0,13.3,2.5
15/01/2020,1,21:00:00,358,"10,127","2,564","7,479",49,35,0,13.3,2.6
15/01/2020,1,22:00:00,359,"9,428","2,397","6,945",52,34,0,12.9,2.4
15/01/2020,1,23:00:00,360,"8,713","2,375","6,284",19,35,0,12.7,2.3
16/01/2020,1,0:00:00,361,"7,578","2,375","5,149",20,34,0,12.9,2.5
16/01/2020,1,1:00:00,362,"6,611","2,429","3,813",20,349,0,12.9,2.7
16/01/2020,1,2:00:00,363,"6,148","2,417","3,671",22,38,0,12.7,3.2
16/01/2020,1,3:00:00,364,"5,952","2,421","3,468",27,36,0,12.9,3.5
16/01/2020,1,4:00:00,365,"5,993","2,418","3,512",26,37,0,13.2,3.4
16/01/2020,1,5:00:00,366,"6,386","2,418","3,906",26,36,3,13.7,3.3
16/01/2020,1,6:00:00,367,"7,159","2,422","4,678",24,35,106,14.3,3.5
16/01/2020,1,7:00:00,368,"8,339","2,767","5,479",56,37,277,15.9,4
16/01/2020,1,8:00:00,369,"8,703","2,754","5,576",337,36,420,17.9,4.7
16/01/2020,1,9:00:00,370,"8,926","2,790","5,234",711,191,523,18.7,4.4
16/01/2020,1,10:00:00,371,"8,851","3,015","4,721",852,263,503,19.5,3.4
16/01/2020,1,11:00:00,372,"8,814","2,965","4,810",997,42,456,19.9,2.8
16/01/2020,1,12:00:00,373,"8,717","2,562","4,811","1,000",344,363,20.1,2.2
16/01/2020,1,13:00:00,374,"8,707","2,568","4,917",877,345,279,19.9,1.2
16/01/2020,1,14:00:00,375,"8,664","2,575","4,919",843,327,120,19,1.3
16/01/2020,1,15:00:00,376,"8,795","2,725","5,200",547,323,17,18,1.7
16/01/2020,1,16:00:00,377,"8,775","2,924","5,276",259,316,0,16.9,2
16/01/2020,1,17:00:00,378,"9,500","2,781","6,379",26,314,0,15.7,2.6
16/01/2020,1,18:00:00,379,"10,225","3,137","6,751",23,314,0,15.4,3
16/01/2020,1,19:00:00,380,"10,307","2,783","7,185",28,311,0,14.8,3.2
16/01/2020,1,20:00:00,381,"10,149","2,643","7,167",29,310,0,14.2,3.3
16/01/2020,1,21:00:00,382,"9,718","2,642","6,729",27,320,0,13.5,3.4
16/01/2020,1,22:00:00,383,"9,074","2,721","6,288",24,41,0,12,3.1
16/01/2020,1,23:00:00,384,"8,373","2,750","5,562",19,42,0,11.5,2.5
17/01/2020,1,0:00:00,385,"7,442","2,534","4,854",17,37,0,11.3,2.3
17/01/2020,1,1:00:00,386,"6,661","2,470","4,139",14,38,0,10.7,2.2
17/01/2020,1,2:00:00,387,"6,150","2,385","3,711",14,40,0,9.7,2.1
17/01/2020,1,3:00:00,388,"5,897","2,390","3,454",16,37,0,9.4,2
17/01/2020,1,4:00:00,389,"5,857","2,390","3,414",15,38,0,9,1.9
17/01/2020,1,5:00:00,390,"6,123","2,377","3,689",18,39,3,9.6,1.9
17/01/2020,1,6:00:00,391,"6,572","2,376","4,136",18,42,104,11,2.2
17/01/2020,1,7:00:00,392,"7,114","2,462","4,596",19,37,250,12.3,3.1
17/01/2020,1,8:00:00,393,"7,780","2,466","4,964",314,36,236,13.7,3.8
17/01/2020,1,9:00:00,394,"8,052","2,370","5,133",513,36,409,14.5,4.5
17/01/2020,1,10:00:00,395,"8,308","2,371","5,237",664,36,347,15.3,5.7
17/01/2020,1,11:00:00,396,"8,654","2,372","5,327",920,35,246,15.5,6.4
17/01/2020,1,12:00:00,397,"8,745","2,374","5,751",585,35,402,15.4,6.6
17/01/2020,1,13:00:00,398,"9,213","2,376","6,329",472,36,117,14.5,6.4
17/01/2020,1,14:00:00,399,"9,595","2,596","6,695",267,37,113,13.5,5.7
17/01/2020,1,15:00:00,400,"9,862","2,897","6,744",183,38,34,13.5,5.3
17/01/2020,1,16:00:00,401,"10,202","3,150","6,896",120,36,0,13.4,5.5
17/01/2020,1,17:00:00,402,"10,069","3,268","6,753",11,37,0,13.2,5.4
17/01/2020,1,18:00:00,403,"10,163","3,292","6,823",11,37,0,13.5,5.1
17/01/2020,1,19:00:00,404,"9,718","2,845","6,819",18,36,0,13.5,4.9
17/01/2020,1,20:00:00,405,"9,242","2,536","6,576",21,109,0,13.3,4.9
17/01/2020,1,21:00:00,406,"8,927","2,433","6,438",19,37,0,12.6,4.8
17/01/2020,1,22:00:00,407,"8,481","2,401","6,026",19,35,0,11.7,4.8
17/01/2020,1,23:00:00,408,"7,919","2,397","5,469",19,34,0,11.4,4.9
18/01/2020,1,0:00:00,409,"7,172","2,358","4,763",17,34,0,11.3,5.3
18/01/2020,1,1:00:00,410,"6,560","2,366","4,143",17,34,0,11.2,5.2
18/01/2020,1,2:00:00,411,"6,140","2,361","3,731",14,34,0,11.1,4.9
18/01/2020,1,3:00:00,412,"5,918","2,369","3,501",11,37,0,11.3,4.8
18/01/2020,1,4:00:00,413,"5,889","2,354","3,483",11,41,0,11.4,4.4
18/01/2020,1,5:00:00,414,"6,067","2,368","3,648",11,40,3,11.5,4.3
18/01/2020,1,6:00:00,415,"6,294","2,362","3,877",11,44,65,11.4,4.9
18/01/2020,1,7:00:00,416,"6,403","2,370","3,978",11,44,100,11.8,5.2
18/01/2020,1,8:00:00,417,"6,978","2,372","4,426",135,45,239,12.8,5.2
18/01/2020,1,9:00:00,418,"7,489","2,524","4,654",266,45,160,13,5
18/01/2020,1,10:00:00,419,"7,788","2,371","4,943",429,45,141,13.6,5
18/01/2020,1,11:00:00,420,"7,838","2,362","5,122",310,44,93,14.1,5.3
18/01/2020,1,12:00:00,421,"8,003","2,369","5,145",445,44,211,13.6,5.2
18/01/2020,1,13:00:00,422,"7,952","2,353","5,189",365,45,177,12.4,4.8
18/01/2020,1,14:00:00,423,"7,856","2,368","5,177",268,43,78,11.8,4
18/01/2020,1,15:00:00,424,"8,022","2,362","5,477",139,44,4,11.4,3.7
18/01/2020,1,16:00:00,425,"8,449","2,368","5,971",68,42,0,11.2,3.6
18/01/2020,1,17:00:00,426,"9,079","2,381","6,648",11,39,0,11.2,3.5
18/01/2020,1,18:00:00,427,"9,925","2,837","7,037",11,40,0,11.1,3.5
18/01/2020,1,19:00:00,428,"10,210","3,003","7,155",11,41,0,11.1,3.7
18/01/2020,1,20:00:00,429,"10,109","3,005","7,052",11,41,0,11.1,4
18/01/2020,1,21:00:00,430,"9,853","2,870","6,930",12,41,0,11.4,3.9
18/01/2020,1,22:00:00,431,"9,353","2,749","6,555",12,37,0,11.6,3.5
18/01/2020,1,23:00:00,432,"8,511","2,477","5,984",12,38,0,11.4,4
19/01/2020,1,0:00:00,433,"7,480","2,487","4,943",12,38,0,11.1,4.4
19/01/2020,1,1:00:00,434,"6,612","2,496","4,069",12,35,0,10.7,4.6
19/01/2020,1,2:00:00,435,"6,112","2,411","3,653",13,35,0,10.7,4.5
19/01/2020,1,3:00:00,436,"5,892","2,410","3,433",11,38,0,10.8,4.3
19/01/2020,1,4:00:00,437,"5,916","2,412","3,447",18,39,0,10.9,4.1
19/01/2020,1,5:00:00,438,"6,334","2,456","3,823",17,38,4,10.9,4
19/01/2020,1,6:00:00,439,"7,205","2,424","4,722",21,38,114,10.8,4.6
19/01/2020,1,7:00:00,440,"8,575","2,365","6,149",23,38,258,11.3,5.9
19/01/2020,1,8:00:00,441,"9,286","2,824","6,103",322,37,464,12.3,6.3
19/01/2020,1,9:00:00,442,"9,765","2,826","5,748",743,448,528,12.9,6.7
19/01/2020,1,10:00:00,443,"10,035","2,869","6,194",929,43,613,13.5,7.2
19/01/2020,1,11:00:00,444,"10,085","2,603","6,179","1,191",112,601,14,7.3
19/01/2020,1,12:00:00,445,"10,026","2,446","6,590",946,44,518,14.3,7
19/01/2020,1,13:00:00,446,"10,156","2,493","6,760",865,38,417,14.2,6.5
19/01/2020,1,14:00:00,447,"10,230","2,601","6,987",604,38,256,13.7,5.7
19/01/2020,1,15:00:00,448,"10,310","2,793","6,940",540,37,70,13.2,4.5
19/01/2020,1,16:00:00,449,"10,420","2,810","7,187",360,63,0,12.7,3.6
19/01/2020,1,17:00:00,450,"10,962","3,129","7,749",45,39,0,12.1,3
19/01/2020,1,18:00:00,451,"11,713","3,640","7,988",49,36,0,11.9,2.7
19/01/2020,1,19:00:00,452,"11,879","3,733","7,962",47,137,0,11.3,2.7
19/01/2020,1,20:00:00,453,"11,730","3,434","8,215",44,37,0,10.9,2.7
19/01/2020,1,21:00:00,454,"11,215","3,401","7,733",46,35,0,10.5,2.9
19/01/2020,1,22:00:00,455,"10,266","3,002","7,180",49,35,0,10,3.1
19/01/2020,1,23:00:00,456,"9,212","2,789","6,372",14,37,0,9.9,3.2
20/01/2020,1,0:00:00,457,"7,932","2,605","5,274",18,35,0,9.7,3.3
20/01/2020,1,1:00:00,458,"6,982","2,405","4,528",13,36,0,9.9,3.2
20/01/2020,1,2:00:00,459,"6,511","2,400","4,064",10,37,0,9.9,3.1
20/01/2020,1,3:00:00,460,"5,932","2,093","3,793",11,35,0,9.9,3.2
20/01/2020,1,4:00:00,461,"5,996","2,106","3,840",14,36,0,10.5,3.3
20/01/2020,1,5:00:00,462,"6,407","2,293","4,064",15,35,4,11,3.5
20/01/2020,1,6:00:00,463,"7,250","2,367","4,835",12,36,125,11.1,3.8
20/01/2020,1,7:00:00,464,"8,705","2,428","6,231",11,35,314,11.2,4.6
20/01/2020,1,8:00:00,465,"9,487","2,725","6,434",290,38,479,11.8,5.4
20/01/2020,1,9:00:00,466,"9,974","2,479","6,730",730,35,596,12.3,5.6
20/01/2020,1,10:00:00,467,"10,196","2,655","6,605",903,33,592,12.6,5.7
20/01/2020,1,11:00:00,468,"10,142","2,517","6,646",957,22,94,12.6,5.8
20/01/2020,1,12:00:00,469,"10,136","2,527","6,985",599,25,38,12.3,5.9
20/01/2020,1,13:00:00,470,"10,081","2,514","7,171",369,27,263,11.8,5.9
20/01/2020,1,14:00:00,471,"10,306","2,517","7,290",470,29,86,11.3,5.5
20/01/2020,1,15:00:00,472,"10,349","2,520","7,595",208,26,65,10.9,5.2
20/01/2020,1,16:00:00,473,"10,390","2,687","7,568",114,21,0,10.6,5.1
20/01/2020,1,17:00:00,474,"11,035","2,901","8,101",11,22,0,10.4,4.7
20/01/2020,1,18:00:00,475,"11,892","3,386","8,378",25,103,0,10.6,4.5
20/01/2020,1,19:00:00,476,"12,024","3,422","8,422",15,165,0,10.5,4.5
20/01/2020,1,20:00:00,477,"11,928","3,466","8,287",10,165,0,9.8,4.6
20/01/2020,1,21:00:00,478,"11,487","3,471","7,970",18,28,0,9.4,4.7
20/01/2020,1,22:00:00,479,"10,916","3,315","7,559",15,27,0,9.3,4.8
20/01/2020,1,23:00:00,480,"9,801","2,874","6,885",19,23,0,8.9,5
21/01/2020,1,0:00:00,481,"8,465","2,593","5,836",12,24,0,8.7,5
21/01/2020,1,1:00:00,482,"7,412","2,444","4,929",16,23,0,8.7,5.1
21/01/2020,1,2:00:00,483,"6,918","2,365","4,516",12,25,0,8.4,5.3
21/01/2020,1,3:00:00,484,"6,668","2,369","4,251",21,27,0,8.2,5.4
21/01/2020,1,4:00:00,485,"6,732","2,368","4,315",16,33,0,8.4,5.4
21/01/2020,1,5:00:00,486,"7,166","2,373","4,741",22,30,3,8.5,5.5
21/01/2020,1,6:00:00,487,"8,045","2,460","5,535",16,34,76,8.2,5.8
21/01/2020,1,7:00:00,488,"9,495","3,022","6,420",12,41,77,8.3,6.7
21/01/2020,1,8:00:00,489,"10,145","3,219","6,765",125,36,312,8.8,7
21/01/2020,1,9:00:00,490,"10,334","3,517","6,506",274,37,229,8.9,6.7
21/01/2020,1,10:00:00,491,"10,705","3,604","6,415",646,40,489,9,6.3
21/01/2020,1,11:00:00,492,"10,574","3,474","6,298",771,31,268,8.8,6.5
21/01/2020,1,12:00:00,493,"10,462","3,376","6,363",686,37,403,8.4,7
21/01/2020,1,13:00:00,494,"10,516","3,365","6,520",593,38,267,8.6,6.6
21/01/2020,1,14:00:00,495,"10,884","3,787","6,060",703,334,272,8.4,5.6
21/01/2020,1,15:00:00,496,"11,177","3,817","6,450",576,334,52,8.2,4.6
21/01/2020,1,16:00:00,497,"11,200","3,839","6,722",220,419,0,7.8,4.1
21/01/2020,1,17:00:00,498,"11,875","3,828","7,228",19,800,0,6.9,3.6
21/01/2020,1,18:00:00,499,"12,693","3,908","7,968",22,795,0,6.6,3
21/01/2020,1,19:00:00,500,"12,859","3,962","8,072",18,807,0,6.5,2.6
21/01/2020,1,20:00:00,501,"12,814","3,957","8,044",17,796,0,6.4,2.5
21/01/2020,1,21:00:00,502,"12,394","3,940","7,655",12,787,0,6.1,2.3
21/01/2020,1,22:00:00,503,"11,465","3,943","6,736",12,774,0,5.6,2.3
21/01/2020,1,23:00:00,504,"10,155","3,660","5,993",10,492,0,5.6,2.6
22/01/2020,1,0:00:00,505,"8,595","3,409","4,949",10,227,0,5.7,2.8
22/01/2020,1,1:00:00,506,"7,926","2,838","5,044",10,34,0,5.7,2.7
22/01/2020,1,2:00:00,507,"7,246","2,393","4,806",13,34,0,5.7,2.7
22/01/2020,1,3:00:00,508,"7,010","2,401","4,563",11,35,0,5.6,2.7
22/01/2020,1,4:00:00,509,"6,996","2,444","4,505",12,35,0,5.8,2.6
22/01/2020,1,5:00:00,510,"7,471","2,441","4,986",11,33,5,6.3,2.7
22/01/2020,1,6:00:00,511,"8,397","2,841","5,509",12,35,126,6.8,2.9
22/01/2020,1,7:00:00,512,"9,931","3,778","6,102",11,40,310,7.7,3.1
22/01/2020,1,8:00:00,513,"10,267","3,917","5,711",179,460,463,9,3
22/01/2020,1,9:00:00,514,"10,512","3,939","5,448",494,631,528,9.8,3.3
22/01/2020,1,10:00:00,515,"10,396","3,968","5,174",489,765,291,10.4,3.8
22/01/2020,1,11:00:00,516,"10,394","3,971","5,224",699,500,470,10.8,3.9
22/01/2020,1,12:00:00,517,"10,355","3,965","5,127",766,497,568,10.8,3.9
22/01/2020,1,13:00:00,518,"10,452","3,968","5,353",631,500,435,10.3,3.4
22/01/2020,1,14:00:00,519,"10,421","3,978","5,472",469,502,193,9.5,2.9
22/01/2020,1,15:00:00,520,"10,614","3,950","5,787",380,497,62,9.1,1.5
22/01/2020,1,16:00:00,521,"10,587","3,942","5,918",230,497,0,8.7,1.1
22/01/2020,1,17:00:00,522,"11,336","3,918","6,611",7,800,0,8.2,1.3
22/01/2020,1,18:00:00,523,"12,383","3,919","7,358",34,"1,072",0,8,1.6
22/01/2020,1,19:00:00,524,"12,659","3,927","7,417",43,"1,272",0,7.3,1.8
22/01/2020,1,20:00:00,525,"12,628","3,892","7,421",43,"1,272",0,6.6,1.9
22/01/2020,1,21:00:00,526,"12,181","3,901","7,032",43,"1,205",0,6.1,1.9
22/01/2020,1,22:00:00,527,"11,248","3,902","6,477",44,825,0,5.2,2.1
22/01/2020,1,23:00:00,528,"10,102","3,856","5,723",13,510,0,5.2,2.2
23/01/2020,1,0:00:00,529,"8,924","3,433","5,229",13,249,0,5.3,2.3
23/01/2020,1,1:00:00,530,"7,804","2,490","4,930",13,371,0,5.1,2.4
23/01/2020,1,2:00:00,531,"7,222","2,372","4,802",13,35,0,5,2.6
23/01/2020,1,3:00:00,532,"6,961","2,367","4,547",13,34,0,5.4,2.8
23/01/2020,1,4:00:00,533,"6,968","2,365","4,558",11,34,0,6,2.9
23/01/2020,1,5:00:00,534,"7,388","2,359","4,983",11,35,4,6.7,3
23/01/2020,1,6:00:00,535,"8,183","2,364","5,774",11,34,105,7.7,3.2
23/01/2020,1,7:00:00,536,"9,541","2,685","6,806",11,39,193,9.5,3.7
23/01/2020,1,8:00:00,537,"9,974","3,332","6,346",263,33,421,11.4,4.2
23/01/2020,1,9:00:00,538,"10,036","3,359","6,125",518,34,609,12,4.6
23/01/2020,1,10:00:00,539,"9,827","3,349","5,764",677,37,677,12.8,4.9
23/01/2020,1,11:00:00,540,"9,603","2,921","5,719",928,35,626,13,5.3
23/01/2020,1,12:00:00,541,"9,699","2,514","5,918","1,201",66,459,12.9,5.6
23/01/2020,1,13:00:00,542,"9,831","2,235","6,514","1,017",65,459,12.6,5.4
23/01/2020,1,14:00:00,543,"10,101","2,261","6,738","1,035",67,235,11.7,4.7
23/01/2020,1,15:00:00,544,"10,208","2,395","6,694",756,363,84,10.6,3.9
23/01/2020,1,16:00:00,545,"10,225","2,403","7,134",328,360,0,9.4,3.7
23/01/2020,1,17:00:00,546,"10,911","2,751","7,706",101,353,0,8.8,3.8
23/01/2020,1,18:00:00,547,"12,048","3,460","8,185",54,349,0,8.9,3.9
23/01/2020,1,19:00:00,548,"12,269","3,558","8,320",49,342,0,9.1,3.9
23/01/2020,1,20:00:00,549,"12,098","3,665","8,080",16,337,0,9.4,4
23/01/2020,1,21:00:00,550,"11,671","3,732","7,869",17,53,0,9.4,4.2
23/01/2020,1,22:00:00,551,"11,144","3,806","7,195",22,121,0,9.4,4.6
23/01/2020,1,23:00:00,552,"10,245","3,349","6,818",25,53,0,9.7,5.3
24/01/2020,1,0:00:00,553,"8,978","3,339","5,580",29,30,0,9.8,6
24/01/2020,1,1:00:00,554,"7,914","2,693","5,165",30,26,0,9.8,6.7
24/01/2020,1,2:00:00,555,"7,272","2,421","4,799",26,26,0,9.7,7.2
24/01/2020,1,3:00:00,556,"6,934","2,385","4,498",24,27,0,9.9,7.8
24/01/2020,1,4:00:00,557,"6,859","2,371","4,439",23,26,0,9.8,8.4
24/01/2020,1,5:00:00,558,"7,097","2,367","4,693",11,26,3,9.8,8.7
24/01/2020,1,6:00:00,559,"7,521","2,368","5,113",13,27,92,9.8,8.5
24/01/2020,1,7:00:00,560,"8,290","2,375","5,879",10,26,65,9.4,7.7
24/01/2020,1,8:00:00,561,"9,129","2,644","6,330",128,27,88,9.3,8.1
24/01/2020,1,9:00:00,562,"9,789","2,624","6,692",371,102,322,9.2,8
24/01/2020,1,10:00:00,563,"10,355","2,636","6,920",697,102,259,9.8,7.5
24/01/2020,1,11:00:00,564,"10,334","2,620","6,977",631,106,291,9.8,7
24/01/2020,1,12:00:00,565,"10,423","2,635","7,060",619,109,248,10,6.7
24/01/2020,1,13:00:00,566,"10,294","2,560","7,175",452,107,134,9.3,6.4
24/01/2020,1,14:00:00,567,"10,328","2,553","7,227",442,106,236,8.8,5.5
24/01/2020,1,15:00:00,568,"10,879","2,919","7,416",440,104,52,8.4,4.5
24/01/2020,1,16:00:00,569,"11,256","3,231","7,744",176,105,1,7.8,3.9
24/01/2020,1,17:00:00,570,"11,199","3,611","7,238",24,326,0,7.3,3.1
24/01/2020,1,18:00:00,571,"11,506","3,615","7,539",29,323,0,7.2,2.3
24/01/2020,1,19:00:00,572,"11,073","3,616","7,251",22,184,0,6.6,1.9
24/01/2020,1,20:00:00,573,"10,528","3,320","7,008",18,182,0,5.9,1.7
24/01/2020,1,21:00:00,574,"10,225","3,291","6,741",11,182,0,5.6,1.4
24/01/2020,1,22:00:00,575,"9,776","3,140","6,446",11,179,0,5.1,1
24/01/2020,1,23:00:00,576,"9,082","3,339","5,553",13,177,0,4.8,0.9
25/01/2020,1,0:00:00,577,"8,167","3,223","4,895",13,36,0,4.6,1.2
25/01/2020,1,1:00:00,578,"7,396","2,938","4,409",14,35,0,4.3,1.3
25/01/2020,1,2:00:00,579,"6,907","2,476","4,383",13,35,0,4.1,1.2
25/01/2020,1,3:00:00,580,"6,615","2,363","4,208",11,33,0,4.3,1.1
25/01/2020,1,4:00:00,581,"6,529","2,365","4,119",11,34,0,4.4,1.1
25/01/2020,1,5:00:00,582,"6,693","2,360","4,289",11,33,9,5,1
25/01/2020,1,6:00:00,583,"6,991","2,364","4,583",12,32,142,6.4,1.1
25/01/2020,1,7:00:00,584,"7,166","2,589","4,506",37,34,341,7.9,1.2
25/01/2020,1,8:00:00,585,"7,846","2,524","4,822",466,34,515,9.5,1.1
25/01/2020,1,9:00:00,586,"8,481","2,473","5,141",838,29,641,10.5,0.6
25/01/2020,1,10:00:00,587,"8,689","2,376","5,008","1,272",33,699,11.1,1
25/01/2020,1,11:00:00,588,"8,737","2,387","4,878","1,437",35,613,11.3,0.9
25/01/2020,1,12:00:00,589,"8,507","2,379","4,857","1,236",35,441,11.4,0.8
25/01/2020,1,13:00:00,590,"8,447","2,383","4,883","1,143",38,466,11.5,1.1
25/01/2020,1,14:00:00,591,"8,348","2,384","4,941",992,31,284,11.3,1.2
25/01/2020,1,15:00:00,592,"8,395","2,380","5,094",889,32,94,10.9,0.8
25/01/2020,1,16:00:00,593,"8,724","2,394","5,810",485,35,3,10.1,0.5
25/01/2020,1,17:00:00,594,"9,471","2,793","6,588",57,33,0,9,0.3
25/01/2020,1,18:00:00,595,"10,889","3,606","7,241",10,32,0,8.3,0.3
25/01/2020,1,19:00:00,596,"11,366","3,819","7,360",11,176,0,6.9,0.2
25/01/2020,1,20:00:00,597,"11,373","3,819","7,366",11,177,0,5.5,0.1
25/01/2020,1,21:00:00,598,"11,138","3,819","7,273",11,35,0,5.1,0.3
25/01/2020,1,22:00:00,599,"10,610","3,810","6,759",11,30,0,4.6,0.8
25/01/2020,1,23:00:00,600,"9,863","3,809","6,014",9,31,0,4.6,0.7
26/01/2020,1,0:00:00,601,"8,679","3,306","5,331",11,31,0,4.6,0.8
26/01/2020,1,1:00:00,602,"7,624","2,949","4,634",11,30,0,4.3,0.8
26/01/2020,1,2:00:00,603,"6,982","2,477","4,461",13,31,0,4,0.7
26/01/2020,1,3:00:00,604,"6,696","2,424","4,229",13,30,0,3.9,0.7
26/01/2020,1,4:00:00,605,"6,669","2,381","4,246",12,30,0,3.8,0.7
26/01/2020,1,5:00:00,606,"7,121","2,577","4,499",12,33,10,4.8,0.6
26/01/2020,1,6:00:00,607,"8,049","2,529","5,478",12,30,148,7.5,0.4
26/01/2020,1,7:00:00,608,"9,463","3,087","6,307",38,31,346,10.3,1
26/01/2020,1,8:00:00,609,"9,908","3,069","6,326",480,33,521,11.3,1.7
26/01/2020,1,9:00:00,610,"10,090","2,798","6,232","1,019",41,649,12,1.6
26/01/2020,1,10:00:00,611,"9,953","2,678","5,888","1,350",37,711,12.9,1.5
26/01/2020,1,11:00:00,612,"9,565","2,622","5,441","1,470",32,725,13.2,1.8
26/01/2020,1,12:00:00,613,"9,338","2,516","5,342","1,448",32,633,13.5,2.1
26/01/2020,1,13:00:00,614,"9,246","2,614","5,163","1,433",36,483,13.4,2.4
26/01/2020,1,14:00:00,615,"9,273","2,624","5,291","1,322",36,299,12.4,2
26/01/2020,1,15:00:00,616,"9,376","2,500","5,764","1,076",36,104,11.2,1.5
26/01/2020,1,16:00:00,617,"9,427","2,571","6,212",609,35,3,10.2,1.6
26/01/2020,1,17:00:00,618,"10,235","2,739","7,328",133,35,0,8.5,1.7
26/01/2020,1,18:00:00,619,"11,773","3,572","8,026",139,36,0,7.6,1.4
26/01/2020,1,19:00:00,620,"12,202","3,684","8,396",86,36,0,6.7,1.1
26/01/2020,1,20:00:00,621,"12,281","3,705","8,419",122,35,0,5.7,0.8
26/01/2020,1,21:00:00,622,"11,903","3,699","8,064",110,30,0,5.4,0.6
26/01/2020,1,22:00:00,623,"11,021","3,694","7,288",9,30,0,4.9,0.5
26/01/2020,1,23:00:00,624,"9,949","3,697","6,212",9,31,0,4.5,0.3
27/01/2020,1,0:00:00,625,"8,489","3,264","5,183",11,31,0,4.5,0.3
27/01/2020,1,1:00:00,626,"7,389","3,119","4,232",9,29,0,4.6,0.5
27/01/2020,1,2:00:00,627,"6,841","2,589","4,215",9,28,0,4.8,0.8
27/01/2020,1,3:00:00,628,"6,607","2,408","4,163",9,27,0,5.1,1.1
27/01/2020,1,4:00:00,629,"6,637","2,410","4,190",10,27,0,5.2,1.3
27/01/2020,1,5:00:00,630,"7,057","2,392","4,629",10,26,9,6,1.2
27/01/2020,1,6:00:00,631,"8,021","2,507","5,477",10,27,141,7.4,1
27/01/2020,1,7:00:00,632,"9,511","2,921","6,523",38,29,330,9.7,1.4
27/01/2020,1,8:00:00,633,"9,753","3,067","6,172",486,28,493,12.3,2.1
27/01/2020,1,9:00:00,634,"9,797","2,760","5,914","1,094",29,607,13.1,2.5
27/01/2020,1,10:00:00,635,"9,541","2,745","5,430","1,337",29,613,14.3,2.4
27/01/2020,1,11:00:00,636,"9,283","2,700","5,123","1,433",27,694,14.7,2.2
