run,1,2,3,4,5,6,7,8,9,10,11,12
AC inverter output power (W) - Hour 266,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 267,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 268,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 269,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 270,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 271,86281.7,86281.7,86281.7,86281.7,87180.5,87180.5,87180.5,87180.5,88079.3,88079.3,88079.3,88079.3
AC inverter output power (W) - Hour 272,211419,211419,211419,211419,213622,213622,213622,213622,215824,215824,215824,215824
AC inverter output power (W) - Hour 273,200353,200353,200353,200353,202440,202440,202440,202440,204527,204527,204527,204527
AC inverter output power (W) - Hour 274,341757,341757,341757,341757,345317,345317,345317,345317,348876,348876,348876,348876
AC inverter output power (W) - Hour 275,365121,365121,365121,365121,368924,368924,368924,368924,372728,372728,372728,372728
AC inverter output power (W) - Hour 276,358504,358504,358504,358504,362239,362239,362239,362239,365973,365973,365973,365973
AC inverter output power (W) - Hour 277,323506,323506,323506,323506,326876,326876,326876,326876,330246,330246,330246,330246
AC inverter output power (W) - Hour 278,254991,254991,254991,254991,257648,257648,257648,257648,260304,260304,260304,260304
AC inverter output power (W) - Hour 279,153523,153523,153523,153523,155122,155122,155122,155122,156722,156722,156722,156722
AC inverter output power (W) - Hour 280,29128.4,29128.4,29128.4,29128.4,29431.8,29431.8,29431.8,29431.8,29735.2,29735.2,29735.2,29735.2
AC inverter output power (W) - Hour 281,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 282,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 283,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 284,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 285,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 286,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 287,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 288,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 289,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 290,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 291,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 292,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 293,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 294,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 295,20751.1,20751.1,20751.1,20751.1,20967.2,20967.2,20967.2,20967.2,21183.4,21183.4,21183.4,21183.4
AC inverter output power (W) - Hour 296,161169,161169,161169,161169,162848,162848,162848,162848,164526,164526,164526,164526
AC inverter output power (W) - Hour 297,256114,256114,256114,256114,258782,258782,258782,258782,261449,261449,261449,261449
AC inverter output power (W) - Hour 298,317462,317462,317462,317462,320769,320769,320769,320769,324076,324076,324076,324076
AC inverter output power (W) - Hour 299,343067,343067,343067,343067,346640,346640,346640,346640,350214,350214,350214,350214
AC inverter output power (W) - Hour 300,333714,333714,333714,333714,337190,337190,337190,337190,340666,340666,340666,340666
AC inverter output power (W) - Hour 301,288133,288133,288133,288133,291134,291134,291134,291134,294135,294135,294135,294135
AC inverter output power (W) - Hour 302,106453,106453,106453,106453,107562,107562,107562,107562,108671,108671,108671,108671
AC inverter output power (W) - Hour 303,11968.4,11968.4,11968.4,11968.4,12093.1,12093.1,12093.1,12093.1,12217.8,12217.8,12217.8,12217.8
AC inverter output power (W) - Hour 304,3208.46,3208.46,3208.46,3208.46,3241.88,3241.88,3241.88,3241.88,3275.3,3275.3,3275.3,3275.3
AC inverter output power (W) - Hour 305,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 306,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 307,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 308,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 309,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 310,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 311,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 312,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 313,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 314,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 315,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 316,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 317,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 318,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 319,35579.2,35579.2,35579.2,35579.2,35949.9,35949.9,35949.9,35949.9,36320.5,36320.5,36320.5,36320.5
AC inverter output power (W) - Hour 320,141139,141139,141139,141139,142609,142609,142609,142609,144079,144079,144079,144079
AC inverter output power (W) - Hour 321,152273,152273,152273,152273,153859,153859,153859,153859,155445,155445,155445,155445
AC inverter output power (W) - Hour 322,117063,117063,117063,117063,118283,118283,118283,118283,119502,119502,119502,119502
AC inverter output power (W) - Hour 323,160667,160667,160667,160667,162341,162341,162341,162341,164014,164014,164014,164014
AC inverter output power (W) - Hour 324,22454,22454,22454,22454,22687.8,22687.8,22687.8,22687.8,22921.7,22921.7,22921.7,22921.7
AC inverter output power (W) - Hour 325,19606.8,19606.8,19606.8,19606.8,19811,19811,19811,19811,20015.2,20015.2,20015.2,20015.2
AC inverter output power (W) - Hour 326,13931.1,13931.1,13931.1,13931.1,14076.2,14076.2,14076.2,14076.2,14221.3,14221.3,14221.3,14221.3
AC inverter output power (W) - Hour 327,7021.18,7021.18,7021.18,7021.18,7094.31,7094.31,7094.31,7094.31,7167.45,7167.45,7167.45,7167.45
AC inverter output power (W) - Hour 328,1587.05,1587.05,1587.05,1587.05,1603.58,1603.58,1603.58,1603.58,1620.12,1620.12,1620.12,1620.12
AC inverter output power (W) - Hour 329,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 330,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 331,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 332,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 333,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 334,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 335,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 336,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 337,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 338,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 339,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 340,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 341,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 342,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 343,67513.6,67513.6,67513.6,67513.6,68216.9,68216.9,68216.9,68216.9,68920.1,68920.1,68920.1,68920.1
AC inverter output power (W) - Hour 344,189005,189005,189005,189005,190974,190974,190974,190974,192943,192943,192943,192943
AC inverter output power (W) - Hour 345,278074,278074,278074,278074,280971,280971,280971,280971,283867,283867,283867,283867
AC inverter output power (W) - Hour 346,336565,336565,336565,336565,340071,340071,340071,340071,343577,343577,343577,343577
AC inverter output power (W) - Hour 347,372479,372479,372479,372479,376359,376359,376359,376359,380239,380239,380239,380239
AC inverter output power (W) - Hour 348,365039,365039,365039,365039,368841,368841,368841,368841,372644,372644,372644,372644
AC inverter output power (W) - Hour 349,325022,325022,325022,325022,328408,328408,328408,328408,331794,331794,331794,331794
AC inverter output power (W) - Hour 350,247700,247700,247700,247700,250280,250280,250280,250280,252861,252861,252861,252861
AC inverter output power (W) - Hour 351,146702,146702,146702,146702,148230,148230,148230,148230,149758,149758,149758,149758
AC inverter output power (W) - Hour 352,27588.5,27588.5,27588.5,27588.5,27875.8,27875.8,27875.8,27875.8,28163.2,28163.2,28163.2,28163.2
AC inverter output power (W) - Hour 353,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 354,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 355,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 356,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 357,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 358,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 359,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 360,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 361,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 362,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 363,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 364,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 365,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 366,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 367,17317.1,17317.1,17317.1,17317.1,17497.5,17497.5,17497.5,17497.5,17677.9,17677.9,17677.9,17677.9
AC inverter output power (W) - Hour 368,75021,75021,75021,75021,75802.5,75802.5,75802.5,75802.5,76583.9,76583.9,76583.9,76583.9
AC inverter output power (W) - Hour 369,243117,243117,243117,243117,245649,245649,245649,245649,248182,248182,248182,248182
AC inverter output power (W) - Hour 370,307709,307709,307709,307709,310914,310914,310914,310914,314119,314119,314119,314119
AC inverter output power (W) - Hour 371,333963,333963,333963,333963,337442,337442,337442,337442,340920,340920,340920,340920
AC inverter output power (W) - Hour 372,320733,320733,320733,320733,324074,324074,324074,324074,327415,327415,327415,327415
AC inverter output power (W) - Hour 373,272271,272271,272271,272271,275107,275107,275107,275107,277943,277943,277943,277943
AC inverter output power (W) - Hour 374,71454.9,71454.9,71454.9,71454.9,72199.2,72199.2,72199.2,72199.2,72943.5,72943.5,72943.5,72943.5
AC inverter output power (W) - Hour 375,7892.36,7892.36,7892.36,7892.36,7974.57,7974.57,7974.57,7974.57,8056.78,8056.78,8056.78,8056.78
AC inverter output power (W) - Hour 376,1653.68,1653.68,1653.68,1653.68,1670.9,1670.9,1670.9,1670.9,1688.13,1688.13,1688.13,1688.13
AC inverter output power (W) - Hour 377,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 378,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 379,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 380,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 381,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 382,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 383,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 384,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 385,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 386,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 387,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 388,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 389,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 390,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 391,65605,65605,65605,65605,66288.4,66288.4,66288.4,66288.4,66971.8,66971.8,66971.8,66971.8
AC inverter output power (W) - Hour 392,58355.7,58355.7,58355.7,58355.7,58963.5,58963.5,58963.5,58963.5,59571.4,59571.4,59571.4,59571.4
AC inverter output power (W) - Hour 393,288827,288827,288827,288827,291836,291836,291836,291836,294844,294844,294844,294844
AC inverter output power (W) - Hour 394,353773,353773,353773,353773,357458,357458,357458,357458,361143,361143,361143,361143
AC inverter output power (W) - Hour 395,213302,213302,213302,213302,215524,215524,215524,215524,217745,217745,217745,217745
AC inverter output power (W) - Hour 396,126913,126913,126913,126913,128235,128235,128235,128235,129557,129557,129557,129557
AC inverter output power (W) - Hour 397,220217,220217,220217,220217,222511,222511,222511,222511,224805,224805,224805,224805
AC inverter output power (W) - Hour 398,74635,74635,74635,74635,75412.5,75412.5,75412.5,75412.5,76189.9,76189.9,76189.9,76189.9
AC inverter output power (W) - Hour 399,10767,10767,10767,10767,10879.2,10879.2,10879.2,10879.2,10991.4,10991.4,10991.4,10991.4
AC inverter output power (W) - Hour 400,40513.9,40513.9,40513.9,40513.9,40935.9,40935.9,40935.9,40935.9,41358,41358,41358,41358
AC inverter output power (W) - Hour 401,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 402,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 403,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 404,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 405,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 406,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 407,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 408,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 409,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 410,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 411,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 412,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 413,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 414,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 415,89324.4,89324.4,89324.4,89324.4,90254.8,90254.8,90254.8,90254.8,91185.3,91185.3,91185.3,91185.3
AC inverter output power (W) - Hour 416,213039,213039,213039,213039,215258,215258,215258,215258,217478,217478,217478,217478
AC inverter output power (W) - Hour 417,298668,298668,298668,298668,301779,301779,301779,301779,304890,304890,304890,304890
AC inverter output power (W) - Hour 418,106116,106116,106116,106116,107221,107221,107221,107221,108327,108327,108327,108327
AC inverter output power (W) - Hour 419,31758.2,31758.2,31758.2,31758.2,32089,32089,32089,32089,32419.8,32419.8,32419.8,32419.8
AC inverter output power (W) - Hour 420,126979,126979,126979,126979,128302,128302,128302,128302,129625,129625,129625,129625
AC inverter output power (W) - Hour 421,47939.2,47939.2,47939.2,47939.2,48438.5,48438.5,48438.5,48438.5,48937.9,48937.9,48937.9,48937.9
AC inverter output power (W) - Hour 422,112920,112920,112920,112920,114096,114096,114096,114096,115272,115272,115272,115272
AC inverter output power (W) - Hour 423,7414.24,7414.24,7414.24,7414.24,7491.47,7491.47,7491.47,7491.47,7568.71,7568.71,7568.71,7568.71
AC inverter output power (W) - Hour 424,51319.9,51319.9,51319.9,51319.9,51854.5,51854.5,51854.5,51854.5,52389.1,52389.1,52389.1,52389.1
AC inverter output power (W) - Hour 425,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 426,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 427,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 428,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 429,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 430,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 431,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 432,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 433,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 434,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 435,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 436,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 437,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 438,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 439,98600,98600,98600,98600,99627.1,99627.1,99627.1,99627.1,100654,100654,100654,100654
AC inverter output power (W) - Hour 440,224504,224504,224504,224504,226842,226842,226842,226842,229181,229181,229181,229181
AC inverter output power (W) - Hour 441,309171,309171,309171,309171,312391,312391,312391,312391,315612,315612,315612,315612
AC inverter output power (W) - Hour 442,360239,360239,360239,360239,363991,363991,363991,363991,367744,367744,367744,367744
AC inverter output power (W) - Hour 443,378843,378843,378843,378843,382789,382789,382789,382789,386735,386735,386735,386735
AC inverter output power (W) - Hour 444,371882,371882,371882,371882,375756,375756,375756,375756,379629,379629,379629,379629
AC inverter output power (W) - Hour 445,341483,341483,341483,341483,345040,345040,345040,345040,348597,348597,348597,348597
AC inverter output power (W) - Hour 446,275665,275665,275665,275665,278536,278536,278536,278536,281408,281408,281408,281408
AC inverter output power (W) - Hour 447,181139,181139,181139,181139,183025,183025,183025,183025,184912,184912,184912,184912
AC inverter output power (W) - Hour 448,51973.1,51973.1,51973.1,51973.1,52514.5,52514.5,52514.5,52514.5,53055.9,53055.9,53055.9,53055.9
AC inverter output power (W) - Hour 449,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 450,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 451,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 452,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 453,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 454,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 455,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 456,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 457,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 458,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 459,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 460,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 461,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 462,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 463,19202.2,19202.2,19202.2,19202.2,19402.2,19402.2,19402.2,19402.2,19602.3,19602.3,19602.3,19602.3
AC inverter output power (W) - Hour 464,83150.6,83150.6,83150.6,83150.6,84016.7,84016.7,84016.7,84016.7,84882.9,84882.9,84882.9,84882.9
AC inverter output power (W) - Hour 465,199750,199750,199750,199750,201831,201831,201831,201831,203912,203912,203912,203912
AC inverter output power (W) - Hour 466,185753,185753,185753,185753,187688,187688,187688,187688,189623,189623,189623,189623
AC inverter output power (W) - Hour 467,243366,243366,243366,243366,245901,245901,245901,245901,248436,248436,248436,248436
AC inverter output power (W) - Hour 468,252935,252935,252935,252935,255570,255570,255570,255570,258204,258204,258204,258204
AC inverter output power (W) - Hour 469,210918,210918,210918,210918,213115,213115,213115,213115,215312,215312,215312,215312
AC inverter output power (W) - Hour 470,138053,138053,138053,138053,139491,139491,139491,139491,140929,140929,140929,140929
AC inverter output power (W) - Hour 471,41101.5,41101.5,41101.5,41101.5,41529.6,41529.6,41529.6,41529.6,41957.8,41957.8,41957.8,41957.8
AC inverter output power (W) - Hour 472,10113.9,10113.9,10113.9,10113.9,10219.3,10219.3,10219.3,10219.3,10324.7,10324.7,10324.7,10324.7
AC inverter output power (W) - Hour 473,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 474,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 475,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 476,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 477,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 478,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 479,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 480,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 481,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 482,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 483,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 484,0,0,0,0,0,0,0,0,0,0,0,0
AC inverter output power (W) - Hour 485,0,0,0,0,0,0,0,0,0,0,0,0
